Date,Time,Active Power [W],Apparent Power [VA],Power Factor,Active Energy[Wh],Reactive Energy[varh],Apparent Energy[vah]
7/12/2023,1:30:00,513046.7,538941.2,0.952,13524154552,7049763505,14354764278
7/12/2023,2:30:00,502524.6,527123.7,0.953,13524663512,7049930828,14355300068
7/12/2023,3:00:00,503084.3,535556,0.939,13524912064,7050015375,14355562639
7/12/2023,3:30:00,486797.4,515794.9,0.944,13525157968,7050100301,14355822806
7/12/2023,4:00:00,486741.4,511789.2,0.951,13525400098,7050183495,14356078845
7/12/2023,4:30:00,489894.3,516748.8,0.948,13525644111,7050263595,14356335685
7/12/2023,5:00:00,788412.9,805540.5,0.979,13525939287,7050347832,14356643091
7/12/2023,5:30:00,906712.1,914854.4,0.991,13526347830,7050419516,14357058004
7/12/2023,6:00:00,1000609,1008758.6,0.992,13526828123,7050481473,14357542284
7/12/2023,6:30:00,1069021.5,1077217.4,0.992,13527341179,7050543533,14358059095
7/12/2023,7:00:00,1188384.1,1198325.5,0.992,13527899453,7050615449,14358621991
7/12/2023,7:30:00,1248811.7,1255441.4,0.995,13528507133,7050683815,14359233513
7/12/2023,8:00:00,1260304,1265204.9,0.996,13529137023,7050745172,14359866397
7/12/2023,8:30:00,1221331.1,1223812.6,0.998,13529766635,7050794838,14360497976
7/12/2023,9:00:00,1221965.4,1226172.7,0.997,13530374067,7050835283,14361106767
7/12/2023,9:30:00,1335787.1,1349657.4,0.99,13531005056,7050897015,14361740888
7/12/2023,10:00:00,1300079.1,1315121.2,0.989,13531667063,7050994719,14362410076
7/12/2023,10:30:00,1318492.8,1333445.6,0.989,13532328581,7051095641,14363079253
7/12/2023,11:00:00,1331160.4,1347870.9,0.988,13532998623,7051198266,14363757116
7/12/2023,11:30:00,1268848.5,1284618,0.988,13533652469,7051300106,14364418854
7/12/2023,12:00:00,1294575.5,1310296.4,0.988,13534297343,7051401009,14365071579
7/12/2023,12:30:00,1238065.7,1253334.3,0.988,13534934719,7051503836,14365717199
7/12/2023,13:00:00,1275564.8,1300606,0.981,13535574305,7051615997,14366366632
7/12/2023,13:30:00,1249502,1275288.3,0.98,13536207820,7051747220,14367013612
7/12/2023,14:00:00,1264445.7,1291501.5,0.979,13536834116,7051883908,14367654669
7/12/2023,14:30:00,1208253,1230697.7,0.982,13537450182,7052007970,14368283111
7/12/2023,15:00:00,1220472.9,1243568.4,0.981,13538051158,7052125272,14368895437
7/12/2023,15:30:00,1169951.8,1192727.3,0.981,13538650879,7052241980,14369506414
7/12/2023,16:00:00,1153590.2,1175478,0.981,13539237742,7052354497,14370103977
7/12/2023,16:30:00,1085009.9,1106436.5,0.981,13539793053,7052463067,14370669813
7/12/2023,17:00:00,1034675.3,1055349.4,0.98,13540318321,7052570093,14371205880
7/12/2023,17:30:00,1014507.9,1034977.6,0.98,13540821860,7052671454,14371719529
7/12/2023,18:00:00,981822.2,1001154.8,0.981,13541320818,7052776007,14372229329
7/12/2023,18:30:00,976971.6,991055.8,0.986,13541813745,7052865423,14372730322
7/12/2023,19:00:00,1020142.1,1029888.4,0.991,13542306184,7052941093,14373228564
7/12/2023,19:30:00,946170.1,958968.6,0.987,13542790956,7053015056,14373718993
7/12/2023,20:00:00,892496.1,915257.8,0.975,13543250029,7053108740,14374187612
7/12/2023,20:30:00,834643.1,862849.9,0.967,13543669527,7053212415,14374619756
7/12/2023,21:00:00,778450.5,816256.8,0.954,13544068222,7053326314,14375034436
7/12/2023,21:30:00,735970.2,770939,0.955,13544448530,7053444994,14375432844
7/12/2023,22:00:00,600563.2,648114.7,0.927,13544784045,7053564824,14375789207
7/12/2023,22:30:00,591235,639967.2,0.924,13545081739,7053688462,14376111567
7/12/2023,23:00:00,581496.5,635479.2,0.915,13545371969,7053815345,14376428338
7/12/2023,23:30:00,555247.1,612930.6,0.906,13545661496,7053946546,14376746231
8/12/2023,0:00:00,547579.4,599184.9,0.914,13545938321,7054073874,14377050958
8/12/2023,0:30:00,522878.5,581946.1,0.898,13546206417,7054197084,14377346029
8/12/2023,1:00:00,518718.2,577217.9,0.899,13546470434,7054323447,14377638737
8/12/2023,1:30:00,513904.9,580447.4,0.885,13546729238,7054453074,14377928230
8/12/2023,2:00:00,511442.3,576716,0.887,13546984930,7054588651,14378217653
8/12/2023,2:30:00,502692.5,564634.3,0.89,13547235600,7054721197,14378501220
8/12/2023,3:00:00,505602.9,580197.7,0.871,13547487974,7054854458,14378786642
8/12/2023,3:30:00,501871.6,574842.9,0.873,13547739353,7054991742,14379073078
8/12/2023,4:00:00,503513.4,575632,0.875,13547991604,7055129547,14379360521
8/12/2023,4:30:00,513662.4,585370.1,0.878,13548245049,7055268174,14379649402
8/12/2023,5:00:00,827964.1,869059.1,0.953,13548534995,7055401630,14379969221
8/12/2023,5:30:00,1003164.9,1041788.6,0.963,13548999095,7055543339,14380454528
8/12/2023,6:00:00,1112882.3,1163625.8,0.956,13549515661,7055698277,14380993857
8/12/2023,6:30:00,1126986.4,1190457.3,0.947,13550074551,7055871663,14381579231
8/12/2023,7:00:00,1297970.9,1412670.2,0.919,13550680393,7056091378,14382223923
8/12/2023,7:30:00,1290583.1,1347166.6,0.958,13551328121,7056290232,14382901726
8/12/2023,8:00:00,1440094.2,1494114.6,0.964,13551987327,7056474711,14383586345
8/12/2023,8:30:00,1344369,1382508.2,0.972,13552665596,7056644263,14384285511
8/12/2023,9:00:00,1361849.9,1412374.5,0.964,13553344978,7056815765,14384986222
8/12/2023,9:30:00,1366122.2,1423826.8,0.959,13554026808,7057016916,14385697142
8/12/2023,10:00:00,1419796.2,1491304.2,0.952,13554730965,7057230202,14386432907
8/12/2023,10:30:00,1405319,1471398.6,0.955,13555431242,7057457376,14387169123
8/12/2023,11:00:00,1387147.8,1455729.4,0.953,13556135533,7057682200,14387908436
8/12/2023,11:30:00,1428676.6,1487525.9,0.96,13556848227,7057895937,14388652511
8/12/2023,12:00:00,1412501.6,1472489.8,0.959,13557562191,7058101761,14389395559
8/12/2023,12:30:00,1394852.8,1460050.6,0.955,13558260648,7058315265,14390125940
8/12/2023,13:00:00,1362316.3,1433696.3,0.95,13558937001,7058533278,14390836577
8/12/2023,13:30:00,1437743.5,1522237.1,0.944,13559626452,7058768937,14391565207
8/12/2023,14:00:00,1389405.2,1474632.2,0.942,13560326621,7059017724,14392308273
8/12/2023,14:30:00,1341775.8,1432467.1,0.937,13561007889,7059267236,14393033807
8/12/2023,15:00:00,1272710.4,1357394.1,0.938,13561653073,7059507659,14393722342
8/12/2023,15:30:00,1224036.2,1318684.6,0.928,13562276363,7059747895,14394390363
8/12/2023,16:00:00,1125046.2,1211634.9,0.929,13562851746,7059980100,14395010842
8/12/2023,16:30:00,1083722.6,1165220,0.93,13563404283,7060195611,14395603941
8/12/2023,17:00:00,1047585.5,1135734.7,0.922,13563944645,7060417000,14396187915
8/12/2023,17:30:00,1088013.5,1172401.5,0.928,13564477732,7060634895,14396763828
8/12/2023,18:00:00,1076484,1167811.2,0.922,13565026828,7060857264,14397356262
8/12/2023,18:30:00,992083.1,1065810,0.931,13565538778,7061066143,14397909198
8/12/2023,19:00:00,996840.5,1054106.2,0.946,13566040874,7061248938,14398443609
8/12/2023,19:30:00,950087.9,1017071.3,0.934,13566529029,7061426548,14398963138
8/12/2023,20:00:00,869791.4,899112.2,0.967,13566976970,7061575108,14399435404
8/12/2023,20:30:00,789196.5,815135.8,0.968,13567382192,7061680228,14399854082
8/12/2023,21:00:00,742966.3,756343.9,0.982,13567768715,7061767854,14400250615
8/12/2023,21:30:00,608118.9,624937.4,0.973,13568108524,7061839591,14400597965
8/12/2023,22:00:00,566235.7,580631.8,0.975,13568404545,7061908038,14400901806
8/12/2023,22:30:00,561702.2,580288.4,0.968,13568691601,7061977232,14401197106
8/12/2023,23:00:00,553903.9,576413,0.961,13568973315,7062052299,14401488670
8/12/2023,23:30:00,566142.4,592916.1,0.955,13569251876,7062136437,14401779671
9/12/2023,0:00:00,528400.8,551471,0.958,13569519791,7062220315,14402060423
9/12/2023,0:30:00,510808,538252.6,0.949,13569774391,7062301505,14402327673
9/12/2023,1:00:00,496946.4,528258.4,0.941,13570028807,7062387838,14402596359
9/12/2023,1:30:00,496573.2,529366.8,0.938,13570279605,7062477764,14402862811
9/12/2023,2:00:00,494241.2,530049.5,0.932,13570524826,7062569984,14403124810
9/12/2023,2:30:00,505490.9,539022.7,0.938,13570767309,7062660980,14403383820
9/12/2023,3:00:00,481741.5,517776.9,0.93,13571007922,7062753449,14403641619
9/12/2023,3:30:00,464745.7,505320.2,0.92,13571247180,7062850590,14403899858
9/12/2023,4:00:00,478812.5,513676.2,0.932,13571483181,7062948644,14404155442
9/12/2023,4:30:00,479465.5,518169.1,0.925,13571721461,7063046156,14404412913
9/12/2023,5:00:00,575022.8,599570.5,0.959,13571954615,7063136258,14404662895
9/12/2023,5:30:00,757051.7,770763.2,0.982,13572279865,7063218606,14404998598
9/12/2023,6:00:00,853168.7,865880.2,0.985,13572684509,7063290170,14405409546
9/12/2023,6:30:00,930256.3,951505,0.978,13573140473,7063377284,14405873832
9/12/2023,7:00:00,1013164.7,1036984.9,0.977,13573620626,7063486034,14406366164
9/12/2023,7:30:00,1058200.9,1079094.3,0.981,13574129664,7063593590,14406886451
9/12/2023,8:00:00,1037156.6,1053282.6,0.985,13574646959,7063694348,14407413493
9/12/2023,8:30:00,1076670.5,1106384.1,0.973,13575166301,7063799714,14407943561
9/12/2023,9:00:00,1122378.3,1162533.9,0.965,13575723271,7063934499,14408516634
9/12/2023,9:30:00,1075103.4,1123210.7,0.957,13576269779,7064092575,14409085621
9/12/2023,10:00:00,1154672.3,1255303.4,0.92,13576835607,7064295615,14409687302
9/12/2023,10:30:00,1169485.4,1287703.7,0.908,13577423879,7064565458,14410334550
9/12/2023,11:00:00,1146314.3,1273128.4,0.9,13578013992,7064837615,14410984426
9/12/2023,11:30:00,1101669.9,1224374.5,0.9,13578581743,7065111199,14411614672
9/12/2023,12:00:00,1107733.2,1226968.8,0.903,13579138633,7065379378,14412232800
9/12/2023,12:30:00,1042697.5,1168882.7,0.892,13579676959,7065651343,14412835962
9/12/2023,13:00:00,1046876.5,1164953.9,0.899,13580206072,7065917727,14413428378
9/12/2023,13:30:00,1070364.7,1180799,0.906,13580730797,7066165888,14414008859
9/12/2023,14:00:00,1027455.4,1146548.7,0.896,13581248737,7066408105,14414580670
9/12/2023,14:30:00,980087.2,1093981.9,0.896,13581745070,7066658179,14415136458
9/12/2023,15:00:00,1009508.1,1120151,0.901,13582236295,7066901035,14415684457
9/12/2023,15:30:00,994004.7,1109525.8,0.896,13582724910,7067141282,14416228967
9/12/2023,16:00:00,969471.8,1077664.1,0.9,13583208679,7067380160,14416768527
9/12/2023,16:30:00,931301.1,1043677.8,0.892,13583695445,7067615508,14417309218
9/12/2023,17:00:00,949920,1069061.8,0.889,13584164828,7067855613,14417836467
9/12/2023,17:30:00,931170.5,1061471.5,0.877,13584623245,7068101777,14418356855
9/12/2023,18:00:00,937140.5,1068136.9,0.877,13585087956,7068357637,14418887380
9/12/2023,18:30:00,969509.1,1098888.1,0.882,13585562784,7068615978,14419427962
9/12/2023,19:00:00,984490,1103697.3,0.892,13586047027,7068866705,14419973303
9/12/2023,19:30:00,972195.6,1097704.6,0.886,13586530560,7069111773,14420515420
9/12/2023,20:00:00,778711.6,835510.2,0.932,13586950345,7069333250,14420990480
9/12/2023,20:30:00,734253.8,795022.6,0.924,13587326398,7069499360,14421401695
9/12/2023,21:00:00,681195.4,714241.8,0.954,13587680757,7069632877,14421780557
9/12/2023,21:30:00,677296.3,700600.7,0.967,13588023772,7069739938,14422140200
9/12/2023,22:00:00,601197.5,618496.7,0.972,13588329495,7069815711,14422455255
9/12/2023,22:30:00,551795.7,570998.4,0.966,13588617738,7069892301,14422753524
9/12/2023,23:00:00,572280.3,600951,0.952,13588899340,7069973976,14423046756
9/12/2023,23:30:00,524688.2,549262.3,0.955,13589171447,7070060052,14423332162
10/12/2023,0:00:00,514856.4,538926.6,0.955,13589435309,7070143661,14423608975
10/12/2023,0:30:00,511255.7,539647.6,0.947,13589692258,7070228694,14423879655
10/12/2023,1:00:00,505080.5,542234.2,0.931,13589948123,7070324879,14424153039
10/12/2023,1:30:00,506759.6,552756.6,0.917,13590199971,7070427875,14424425182
10/12/2023,2:00:00,489968.9,531214.1,0.922,13590449021,7070534368,14424696062
10/12/2023,2:30:00,488719,533211.2,0.916,13590697084,7070641981,14424966470
10/12/2023,3:00:00,482450.5,529149.4,0.912,13590939582,7070748592,14425231379
10/12/2023,3:30:00,481778.8,528119.2,0.912,13591182090,7070859153,14425497910
10/12/2023,4:00:00,482096,525230.2,0.918,13591424872,7070969722,14425764696
10/12/2023,4:30:00,479278.9,527852.6,0.908,13591667294,7071079279,14426030739
10/12/2023,5:00:00,585321,619978.9,0.944,13591924269,7071185864,14426309196
10/12/2023,5:30:00,816192,833764.3,0.979,13592250239,7071283419,14426649723
10/12/2023,6:00:00,909697.1,939150.7,0.969,13592665018,7071375277,14427074611
10/12/2023,6:30:00,961710.8,1004889.6,0.957,13593137050,7071511705,14427566006
10/12/2023,7:00:00,1012903.5,1058852.4,0.957,13593638105,7071665175,14428090056
10/12/2023,7:30:00,1053499.5,1146205.1,0.919,13594142130,7071850850,14428627663
10/12/2023,8:00:00,1070607.3,1166223.7,0.918,13594670791,7072076982,14429202682
10/12/2023,8:30:00,1111930.8,1201414.7,0.926,13595226045,7072305274,14429803047
10/12/2023,9:00:00,1145064.3,1237804.8,0.925,13595776379,7072541007,14430401764
10/12/2023,9:30:00,1066446.9,1164534.6,0.916,13596332444,7072773043,14431004316
10/12/2023,10:00:00,1101483.3,1205160.9,0.914,13596866076,7073013227,14431589529
10/12/2023,10:30:00,1116538.9,1224706.1,0.912,13597413769,7073261326,14432190805
10/12/2023,11:00:00,1130083.4,1243348,0.909,13597963610,7073507811,14432793380
10/12/2023,11:30:00,1140157.7,1244970.5,0.916,13598519809,7073772489,14433409380
10/12/2023,12:00:00,1128423,1236928.5,0.912,13599077999,7074026097,14434022516
10/12/2023,12:30:00,1046969.8,1165470.9,0.898,13599623553,7074285623,14434626678
10/12/2023,13:00:00,1013500.5,1136464.5,0.892,13600135026,7074547706,14435201438
10/12/2023,13:30:00,1002698.5,1136319.9,0.882,13600649431,7074815044,14435781193
10/12/2023,14:00:00,964266.7,1120508,0.861,13601154307,7075094007,14436358054
10/12/2023,14:30:00,937121.8,1072726.6,0.874,13601634983,7075367557,14436911189
10/12/2023,15:00:00,989807.1,1116949.9,0.886,13602116455,7075629829,14437459477
10/12/2023,15:30:00,1019862.3,1128715.5,0.904,13602615786,7075885484,14438020506
10/12/2023,16:00:00,1022268.9,1106832.9,0.924,13603130240,7076118463,14438585321
10/12/2023,16:30:00,1035291,1112166,0.931,13603640537,7076318975,14439133717
10/12/2023,17:00:00,953987.1,1032515,0.924,13604124544,7076525329,14439659914
10/12/2023,17:30:00,926319.9,1017008.6,0.911,13604585286,7076730347,14440164228
10/12/2023,18:00:00,927234,1012131.6,0.916,13605041030,7076934906,14440663796
10/12/2023,18:30:00,930872,1012474.4,0.919,13605498391,7077137568,14441164067
10/12/2023,19:00:00,919118.5,989703.7,0.929,13605964829,7077330122,14441668719
10/12/2023,19:30:00,917327.5,1004142.6,0.914,13606430601,7077528842,14442175173
10/12/2023,20:00:00,834325.9,918273.1,0.909,13606867618,7077727088,14442655088
10/12/2023,20:30:00,772163.3,844493.8,0.914,13607265207,7077912728,14443093989
10/12/2023,21:00:00,586384.4,618849.7,0.948,13607620295,7078057491,14443477553
10/12/2023,21:30:00,568493.1,586592.9,0.969,13607907714,7078142673,14443777426
10/12/2023,22:00:00,578586.1,601010.8,0.963,13608193297,7078216225,14444072341
10/12/2023,22:30:00,535993.9,557016.1,0.962,13608473158,7078293222,14444362610
10/12/2023,23:00:00,557523.2,588437.4,0.947,13608749127,7078381837,14444652476
10/12/2023,23:30:00,546404.1,582864.4,0.937,13609022050,7078480628,14444942751
11/12/2023,0:00:00,530061.2,564151.8,0.94,13609290733,7078579352,14445229007
11/12/2023,0:30:00,515826.5,555571.7,0.928,13609554238,7078679594,14445510957
11/12/2023,1:00:00,519595,565396.9,0.919,13609817427,7078787837,14445795548
11/12/2023,1:30:00,521554,563134.6,0.926,13610078535,7078886580,14446074952
11/12/2023,2:00:00,514875,554117.8,0.929,13610334218,7078992426,14446351702
11/12/2023,2:30:00,497711.3,541231.1,0.92,13610589106,7079100515,14446628584
11/12/2023,3:00:00,494483.7,542816.2,0.911,13610840338,7079213421,14446904040
11/12/2023,3:30:00,506591.6,558550.5,0.907,13611091837,7079331675,14447181961
11/12/2023,4:00:00,501200,556962,0.9,13611342860,7079452702,14447460650
11/12/2023,4:30:00,529781.4,575559.2,0.92,13611606857,7079570222,14447749659
11/12/2023,5:00:00,734216.5,766071.6,0.958,13611906995,7079680572,14448069723
11/12/2023,5:30:00,856340.3,875563.6,0.978,13612317212,7079782842,14448492582
11/12/2023,6:00:00,957307.9,974690.7,0.982,13612764049,7079873386,14448948516
11/12/2023,6:30:00,1026690.5,1063928.6,0.965,13613261230,7079968117,14449454827
11/12/2023,7:00:00,1136594.4,1171566.8,0.97,13613798417,7080108275,14450010021
11/12/2023,7:30:00,1183496.2,1207406.4,0.98,13614379840,7080241169,14450606490
11/12/2023,8:00:00,1246554.3,1266208.3,0.984,13614992400,7080356923,14451229927
11/12/2023,8:30:00,1237767.2,1252450.7,0.988,13615616538,7080461172,14451862722
11/12/2023,9:00:00,1315097.4,1334650.3,0.985,13616256012,7080562089,14452510117
11/12/2023,9:30:00,1408956.9,1438300.6,0.98,13616943410,7080697131,14453210724
11/12/2023,10:00:00,1432239.9,1475685.4,0.971,13617664725,7080861399,14453950558
11/12/2023,10:30:00,1507256.7,1569828.1,0.96,13618411555,7081073652,14454727045
11/12/2023,11:00:00,1445299.3,1506483.7,0.959,13619155708,7081284585,14455500542
11/12/2023,11:30:00,1450616.3,1498298.6,0.968,13619893860,7081481906,14456264633
11/12/2023,12:00:00,1430523.6,1479033.3,0.967,13620624437,7081668236,14457018608
11/12/2023,12:30:00,1413042.7,1462472.5,0.966,13621343645,7081861297,14457763287
11/12/2023,13:00:00,1425523.7,1472504.5,0.968,13622050300,7082046443,14458493802
11/12/2023,13:30:00,1465000.3,1515605.7,0.967,13622773811,7082237732,14459242179
11/12/2023,14:00:00,1421755.1,1473350.6,0.965,13623485107,7082429277,14459978832
11/12/2023,14:30:00,1345656.3,1395204.4,0.964,13624158781,7082620340,14460679087
11/12/2023,15:00:00,1366756.5,1416630.4,0.965,13624831223,7082800276,14461375194
11/12/2023,15:30:00,1323287.5,1377698,0.961,13625498389,7082982758,14462066892
11/12/2023,16:00:00,1309369.9,1365872.5,0.959,13626155240,7083171405,14462750303
11/12/2023,16:30:00,1198029.4,1255734.7,0.954,13626794647,7083361149,14463417290
11/12/2023,17:00:00,1188701.3,1258490.2,0.945,13627390545,7083553748,14464043580
11/12/2023,17:30:00,1068760.3,1135216.1,0.941,13627963163,7083754412,14464650363
11/12/2023,18:00:00,1066391,1124859.8,0.948,13628498157,7083942885,14465217598
11/12/2023,18:30:00,992773.4,1047036.8,0.948,13629012460,7084113658,14465759533
11/12/2023,19:00:00,1002101.5,1061868.4,0.944,13629505735,7084283629,14466281289
11/12/2023,19:30:00,974397,1037216.8,0.939,13630003420,7084459663,14466809199
11/12/2023,20:00:00,932905.5,995044.2,0.938,13630479795,7084633592,14467316361
11/12/2023,20:30:00,848896.4,896906,0.946,13630917243,7084790408,14467781122
11/12/2023,21:00:00,807367.6,828231.4,0.975,13631337673,7084918416,14468220756
11/12/2023,21:30:00,627502.8,648314.9,0.968,13631697462,7085009629,14468591949
11/12/2023,22:00:00,607689.8,631106.9,0.963,13632012700,7085096962,14468919079
11/12/2023,22:30:00,599425.1,632139.5,0.948,13632311859,7085194403,14469233755
11/12/2023,23:00:00,582615.8,627676.2,0.928,13632605762,7085303442,14469547255
11/12/2023,23:30:00,597372.9,654545.1,0.913,13632899149,7085428832,14469866340
12/12/2023,0:00:00,0,0,0,13633170682,7085550606,14470163982
12/12/2023,1:30:00,514968.3,611077.2,0.843,13633172346,7085551681,14470165964
12/12/2023,2:00:00,0,0,0,13633183453,7085558757,14470179135
12/12/2023,3:30:00,0,0,0,13633186970,7085561028,14470183328
12/12/2023,5:30:00,945461.2,1029448,0.918,13633261091,7085591544,14470263667
12/12/2023,6:00:00,1091763.4,1155528.1,0.945,13633776786,7085789606,14470816186
12/12/2023,6:30:00,1174877,1236735.1,0.95,13634351421,7085978572,14471421117
12/12/2023,7:00:00,1276908,1334766.8,0.957,13634954653,7086174032,14472055246
12/12/2023,7:30:00,1334294.6,1378105.8,0.968,13635603036,7086357169,14472729073
12/12/2023,8:00:00,1363249.1,1396624.5,0.976,13636276686,7086521384,14473422494
12/12/2023,8:30:00,1380412.9,1410396.6,0.979,13636976572,7086672351,14474138484
12/12/2023,9:00:00,1359424.6,1383443.8,0.983,13637670066,7086808622,14474845282
12/12/2023,9:30:00,1386233.6,1421142.1,0.975,13638371672,7086960263,14475563152
12/12/2023,10:00:00,1506137.3,1572257.3,0.958,13639094179,7087140911,14476307968
12/12/2023,10:30:00,1500391.2,1565996.3,0.958,13639834778,7087365066,14477081762
12/12/2023,11:00:00,1503413.5,1555345.8,0.967,13640577434,7087564203,14477850674
12/12/2023,11:30:00,1440523.3,1480734.2,0.973,13641303977,7087750812,14478600863
12/12/2023,12:00:00,1453452.1,1507551.4,0.964,13642022975,7087936071,14479343444
12/12/2023,12:30:00,1427146.8,1485086.3,0.961,13642737767,7088141358,14480087149
12/12/2023,13:00:00,1405132.4,1460064.6,0.962,13643436615,7088340434,14480813804
12/12/2023,13:30:00,1360767.9,1421295.2,0.957,13644133638,7088542769,14481539645
12/12/2023,14:00:00,1355450.8,1418241.1,0.956,13644803011,7088747804,14482239729
12/12/2023,14:30:00,1410580,1502209.1,0.939,13645486538,7088967153,14482957779
12/12/2023,15:00:00,1382782.2,1471605,0.94,13646186597,7089222549,14483702982
12/12/2023,15:30:00,1376140.6,1442727.7,0.954,13646876092,7089445561,14484427685
12/12/2023,16:00:00,1272990.2,1330599,0.957,13647544199,7089657724,14485128701
12/12/2023,16:30:00,1141109.2,1198070.1,0.952,13648157326,7089842616,14485769109
12/12/2023,17:00:00,1114710.6,1175571.3,0.948,13648719095,7090022227,14486358911
12/12/2023,17:30:00,1033630.6,1099203.7,0.94,13649251420,7090202527,14486920953
12/12/2023,18:00:00,1004247,1061968.9,0.946,13649752015,7090380611,14487452291
12/12/2023,18:30:00,0,0,0,13650232620,7090547783,14487961256
12/12/2023,22:00:00,677016.4,755875.1,0.896,13650458787,7090635381,14488204424
12/12/2023,22:30:00,664125,740894.5,0.896,13650797725,7090800622,14488581506
12/12/2023,23:00:00,643509.8,723994.8,0.889,13651123752,7090967209,14488947636
12/12/2023,23:30:00,634051.1,727486.9,0.872,13651439992,7091134767,14489305540
13/12/2023,0:00:00,0,0,0,13651542532,7091191793,14489422885
14/12/2023,1:00:00,684777.4,748685,0.915,13651790746,7091301082,14489694162
14/12/2023,1:30:00,690822.1,763455.2,0.905,13652140209,7091461631,14490078753
14/12/2023,2:00:00,657446,731805.6,0.898,13652475943,7091622556,14490451069
14/12/2023,2:30:00,629200.5,705489.1,0.892,13652797855,7091786196,14490812197
14/12/2023,3:00:00,615413.5,696589.1,0.883,13653111244,7091951091,14491166316
14/12/2023,3:30:00,751212.3,818813.7,0.917,13653474955,7092114434,14491565131
14/12/2023,4:00:00,761977,834785.3,0.913,13653847759,7092280388,14491973213
14/12/2023,4:30:00,768823.8,836045.9,0.92,13654229997,7092448474,14492390787
14/12/2023,5:00:00,845986.1,903512.9,0.936,13654621914,7092610894,14492815092
14/12/2023,5:30:00,1074133.3,1110935.9,0.967,13655111633,7092761281,14493327667
14/12/2023,6:00:00,1122397,1156208.9,0.971,13655671619,7092899488,14493904472
14/12/2023,6:30:00,1212133.5,1245681.3,0.973,13656262335,7093044296,14494512685
14/12/2023,7:00:00,1289146.5,1330249.4,0.969,13656889279,7093199956,14495158692
14/12/2023,7:30:00,1415897.1,1451476.6,0.975,13657557285,7093351979,14495843815
14/12/2023,8:00:00,1475876.9,1518659.1,0.972,13658282212,7093529412,14496590315
14/12/2023,8:30:00,1518972.8,1557103.5,0.976,13659030066,7093703480,14497358188
14/12/2023,9:00:00,1515614.7,1560669.5,0.971,13659796255,7093886345,14498145910
14/12/2023,9:30:00,1512126,1557026.1,0.971,13660555373,7094072755,14498927602
14/12/2023,10:00:00,1471735.2,1522554,0.967,13661300247,7094258673,14499695347
14/12/2023,10:30:00,1469030,1532712.2,0.958,13662052042,7094471134,14500476638
14/12/2023,11:00:00,1533375.4,1607556.5,0.954,13662806977,7094711281,14501268914
14/12/2023,11:30:00,1545446,1610345.8,0.96,13663558545,7094940664,14502054746
14/12/2023,12:00:00,1458806.4,1518756.6,0.961,13664319209,7095162217,14502847033
14/12/2023,12:30:00,1387110.5,1442615.9,0.962,13665035950,7095368416,14503592859
14/12/2023,13:00:00,1314593.6,1382592.6,0.951,13665715472,7095587828,14504306997
14/12/2023,13:30:00,1282374.3,1343190.6,0.955,13666374097,7095797747,14504998281
14/12/2023,14:00:00,1219129.6,1278066,0.954,13667012164,7095994524,14505666026
14/12/2023,14:30:00,1286516,1353776.5,0.95,13667642031,7096193098,14506326479
14/12/2023,15:00:00,1276702.8,1337020.6,0.955,13668269584,7096393991,14506985425
14/12/2023,15:30:00,1279463.9,1339676.3,0.955,13668910890,7096595654,14507657703
14/12/2023,16:00:00,1232170.4,1292422.2,0.953,13669539986,7096786805,14508315214
14/12/2023,16:30:00,1184242.5,1239689.2,0.955,13670130790,7096969935,14508933771
14/12/2023,17:00:00,1135213.8,1191115.8,0.953,13670710784,7097154784,14509542521
14/12/2023,17:30:00,1060887.4,1111210.3,0.955,13671269969,7097330445,14510128657
14/12/2023,18:00:00,1025869.6,1075749.6,0.954,13671777832,7097486228,14510659890
14/12/2023,18:30:00,1001747.1,1059850.1,0.945,13672291864,7097658316,14511202002
14/12/2023,19:00:00,985422.8,1033875.9,0.953,13672792973,7097820680,14511728780
14/12/2023,19:30:00,904081.6,943311.5,0.958,13673260357,7097968683,14512219093
14/12/2023,20:00:00,845071.9,878460.7,0.962,13673697155,7098097820,14512674590
14/12/2023,20:30:00,798580.5,834169.9,0.957,13674112254,7098216184,14513106252
14/12/2023,21:00:00,725261.5,760840.6,0.953,13674504997,7098329524,14513515053
14/12/2023,21:30:00,625543.9,675350.7,0.926,13674818649,7098444336,14513849103
14/12/2023,22:00:00,570433.3,619043,0.921,13675120874,7098569671,14514176301
14/12/2023,22:30:00,605320.5,661516.3,0.915,13675419208,7098698809,14514501395
14/12/2023,23:00:00,559743.3,617467.3,0.907,13675705637,7098828960,14514816039
14/12/2023,23:30:00,563791.7,614544.8,0.917,13675985963,7098959691,14515125363
15/12/2023,0:00:00,534688,580529.7,0.921,13676259634,7099081986,14515425140
15/12/2023,0:30:00,502356.7,545450.3,0.921,13676522119,7099196889,14515711769
15/12/2023,1:00:00,517916,564172.4,0.918,13676780903,7099312213,14515995116
15/12/2023,1:30:00,512151.2,563975.9,0.908,13677034422,7099425535,14516272829
15/12/2023,2:00:00,502617.9,554529.6,0.906,13677285150,7099537824,14516547586
15/12/2023,2:30:00,503494.7,551730.1,0.913,13677533998,7099648124,14516819811
15/12/2023,3:00:00,483084.8,529532.2,0.912,13677780142,7099759191,14517089863
15/12/2023,3:30:00,495883,543182.8,0.913,13678023880,7099867204,14517356485
15/12/2023,4:00:00,509502,551038,0.925,13678269027,7099975183,14517624391
